kc,ku,mc,mr,nc,nr,nvr,X,time,peak,backend
256,16,32,8,512,16,1,[256; 16; 32; 8; 512; 16; 1],0.03481236223888118,0.2008052949322445,tvm
8,8,1,1,256,16,1,[8; 8; 1; 1; 256; 16; 1],0.02032125325058587,0.3439997809419125,tvm
16,4,32,1,128,128,8,[16; 4; 32; 1; 128; 128; 8],0.02846179125481285,0.2456102149046779,tvm
64,1,64,8,64,32,2,[64; 1; 64; 8; 64; 32; 2],0.03435355600959156,0.20348713433668725,tvm
256,32,64,8,3584,32,2,[256; 32; 64; 8; 3584; 32; 2],0.04734939023910556,0.14763667771360764,tvm
128,4,32,16,64,16,1,[128; 4; 32; 16; 64; 16; 1],0.04109800924197771,0.17009355916749683,tvm
64,64,4,2,64,64,4,[64; 64; 4; 2; 64; 64; 4],0.016834714995638933,0.4152435410090145,tvm
128,2,16,16,112,16,1,[128; 2; 16; 16; 112; 16; 1],0.05438839999260381,0.12852936779933394,tvm
4,2,32,4,448,16,1,[4; 2; 32; 4; 448; 16; 1],0.034274660487426445,0.20395553354149526,tvm
16,16,1,1,1792,32,2,[16; 16; 1; 1; 1792; 32; 2],0.030312552247778513,0.23061425542545574,tvm
16,2,16,16,14336,16,1,[16; 2; 16; 16; 14336; 16; 1],1.5729060070007108,0.0044443257483620935,tvm
16,4,2,1,448,112,7,[16; 4; 2; 1; 448; 112; 7],0.031193853763397783,0.22409884715396022,tvm
16,2,16,4,128,32,2,[16; 2; 16; 4; 128; 32; 2],0.033444366257754155,0.20901896040699833,tvm
32,32,16,8,3584,16,1,[32; 32; 16; 8; 3584; 16; 1],0.04400979024649132,0.15883980876786807,tvm
256,8,8,8,3584,16,1,[256; 8; 8; 8; 3584; 16; 1],0.07863968348829076,0.08889286371183748,tvm
16,2,8,1,14336,128,8,[16; 2; 8; 1; 14336; 128; 8],0.25729086995124817,0.02716966469891154,tvm
4,2,16,2,3584,16,1,[4; 2; 16; 2; 3584; 16; 1],0.06780331500340253,0.10309977714682338,tvm
4,1,8,2,14336,64,4,[4; 1; 8; 2; 14336; 64; 4],0.22561598295578733,0.030984093303516338,tvm
4,2,8,8,1024,32,2,[4; 2; 8; 8; 1024; 32; 2],0.06362011400051415,0.10987887677488557,tvm
128,128,4,4,7168,64,4,[128; 128; 4; 4; 7168; 64; 4],0.15717487601796165,0.04447598015517318,tvm
