kc,ku,mc,mr,nc,nr,X,time,peak,backend
256,32,64,1,1024,64,[256; 32; 64; 1; 1024; 64],0.11173345701536164,0.06256413122262545,tvm
4096,64,32,1,128,16,[4096; 64; 32; 1; 128; 16],0.37507776101119816,0.018637486391676422,tvm
512,1,2,1,14336,16,[512; 1; 2; 1; 14336; 16],0.9825023590237834,0.007115002424637891,tvm
64,2,1,1,256,128,[64; 2; 1; 1; 256; 128],0.027556461995118298,0.2536793971557399,tvm
512,8,2,1,1792,16,[512; 8; 2; 1; 1792; 16],0.12435622903285548,0.05621356260987733,tvm
128,1,16,1,3584,128,[128; 1; 16; 1; 3584; 128],0.06085187598364428,0.11487742248974493,tvm
32,1,2,1,1792,64,[32; 1; 2; 1; 1792; 64],0.0267720135016134,0.26111247352558625,tvm
64,4,8,1,512,16,[64; 4; 8; 1; 512; 16],0.0668140230118297,0.10462633967466632,tvm
512,64,2,1,2048,64,[512; 64; 2; 1; 2048; 64],0.10980127600487322,0.06366507677339207,tvm
2048,16,64,1,1024,16,[2048; 16; 64; 1; 1024; 16],0.2514509679749608,0.02780067510960138,tvm
16,8,16,1,512,16,[16; 8; 16; 1; 512; 16],0.02541198124527,0.27508703863725026,tvm
128,2,64,1,64,16,[128; 2; 64; 1; 64; 16],0.06213741301326081,0.11250076769650541,tvm
256,1,1,1,448,16,[256; 1; 1; 1; 448; 16],0.12433988600969315,0.05622095122494892,tvm
64,4,1,1,512,128,[64; 4; 1; 1; 512; 128],0.029740943500655703,0.23504656691582584,tvm
256,32,8,1,3584,64,[256; 32; 8; 1; 3584; 64],0.18456341401906684,0.03787590679236402,tvm
64,8,2,1,1024,64,[64; 8; 2; 1; 1024; 64],0.03287109200027771,0.21266426642009967,tvm
4,1,1,1,1024,16,[4; 1; 1; 1; 1024; 16],0.030218591506127268,0.2313313201659064,tvm
32,8,16,1,896,16,[32; 8; 16; 1; 896; 16],0.028212292250827886,0.24778230015895045,tvm
1024,32,2,1,7168,128,[1024; 32; 2; 1; 7168; 128],0.8049155400367454,0.008684770412492647,tvm
1024,1,2,1,2048,128,[1024; 1; 2; 1; 2048; 128],0.21058617398375645,0.033195468317905236,tvm
2048,16,64,1,16,16,[2048; 16; 64; 1; 16; 16],0.25751404103357345,0.02714611847419721,tvm
1024,32,4,1,1792,16,[1024; 32; 4; 1; 1792; 16],0.17658022796967998,0.03958827523921299,tvm
512,4,32,1,2048,64,[512; 4; 32; 1; 2048; 64],0.1171650179894641,0.05966376984037401,tvm
16,1,4,1,128,16,[16; 1; 4; 1; 128; 16],0.03783001325791702,0.18478731738756932,tvm
64,4,2,1,14336,64,[64; 4; 2; 1; 14336; 64],0.48875480599235743,0.014302686297832488,tvm
4096,1,8,1,2048,128,[4096; 1; 8; 1; 2048; 128],0.2827445919974707,0.024723750213157748,tvm
4,4,16,1,256,128,[4; 4; 16; 1; 256; 128],0.019299345003673807,0.3622147106720959,tvm
512,64,32,1,128,16,[512; 64; 32; 1; 128; 16],0.1886348839616403,0.03705839831877658,tvm
128,4,4,1,1024,64,[128; 4; 4; 1; 1024; 64],0.038582090244744904,0.18118527592264944,tvm
512,16,4,1,128,64,[512; 16; 4; 1; 128; 64],0.11616380099439994,0.060178012486038296,tvm
