i1,i2,i3,j1,j2,j3,k1,ku,nvr,X,time,peak,backend
197,197,1,768,16,16,256,16,1,[197; 197; 1; 768; 16; 16; 256; 16; 1],0.012887242373835761,0.13417122862278363,tvm
197,1,1,192,192,32,48,8,2,[197; 1; 1; 192; 192; 32; 48; 8; 2],0.008220558374887332,0.21033816244639722,tvm
1,1,1,384,384,64,96,48,4,[1; 1; 1; 384; 384; 64; 96; 48; 4],0.02162784037500387,0.07994774849806674,tvm
197,1,1,256,64,32,256,32,2,[197; 1; 1; 256; 64; 32; 256; 32; 2],0.007873731938161654,0.2196032524903114,tvm
197,197,1,96,32,16,64,4,1,[197; 197; 1; 96; 32; 16; 64; 4; 1],0.010161220372538082,0.17016628706628933,tvm
197,197,1,192,32,32,48,48,2,[197; 197; 1; 192; 32; 32; 48; 48; 2],0.005357518311939202,0.32274218064805466,tvm
197,1,1,48,48,48,48,48,3,[197; 1; 1; 48; 48; 48; 48; 48; 3],0.007372306936304085,0.23453949459732895,tvm
1,1,1,384,96,96,96,2,6,[1; 1; 1; 384; 96; 96; 96; 2; 6],0.021546345749811735,0.08025013442811996,tvm
197,1,1,256,128,16,24,1,1,[197; 1; 1; 256; 128; 16; 24; 1; 1],0.009545630811771844,0.18114016527066906,tvm
1,1,1,96,96,48,192,6,3,[1; 1; 1; 96; 96; 48; 192; 6; 3],0.02127690250199521,0.08126639404842877,tvm
197,1,1,128,64,64,96,1,4,[197; 1; 1; 128; 64; 64; 96; 1; 4],0.00702774712772225,0.24603861115554354,tvm
197,1,1,256,64,16,384,32,1,[197; 1; 1; 256; 64; 16; 384; 32; 1],0.013505496375728399,0.1280291441908507,tvm
197,197,1,48,48,48,256,64,3,[197; 197; 1; 48; 48; 48; 256; 64; 3],0.005856374500581296,0.2952504391045202,tvm
1,1,1,768,384,128,4,4,8,[1; 1; 1; 768; 384; 128; 4; 4; 8],0.0226062868750887,0.07648744583359882,tvm
197,197,1,32,32,32,48,1,2,[197; 197; 1; 32; 32; 32; 48; 1; 2],0.0071111018769443035,0.24315460146383805,tvm
197,197,1,384,192,32,768,16,2,[197; 197; 1; 384; 192; 32; 768; 16; 2],0.007324033373151906,0.2360853719202844,tvm
197,1,1,384,128,32,192,32,2,[197; 1; 1; 384; 128; 32; 192; 32; 2],0.014890950369590428,0.1161173128605828,tvm
197,197,1,768,192,48,96,12,3,[197; 197; 1; 768; 192; 48; 96; 12; 3],0.005608278219369822,0.3083115842729061,tvm
197,1,1,192,64,64,384,24,4,[197; 1; 1; 192; 64; 64; 384; 24; 4],0.006171380811792915,0.2801799460427081,tvm
197,197,1,384,384,128,768,16,8,[197; 197; 1; 384; 384; 128; 768; 16; 8],0.015214630999253131,0.1136469982704163,tvm
197,197,1,256,128,128,192,32,8,[197; 197; 1; 256; 128; 128; 192; 32; 8],0.005680653781382716,0.3043834758111709,tvm
197,197,1,384,384,48,48,24,3,[197; 197; 1; 384; 384; 48; 48; 24; 3],0.005766239344666246,0.2998656558466572,tvm
197,1,1,192,192,32,192,24,2,[197; 1; 1; 192; 192; 32; 192; 24; 2],0.0077604680009244476,0.22280835932203677,tvm
197,1,1,64,16,16,384,16,1,[197; 1; 1; 64; 16; 16; 384; 16; 1],0.013957913375634234,0.12387934330324459,tvm
1,1,1,768,48,16,384,8,1,[1; 1; 1; 768; 48; 16; 384; 8; 1],0.02801917275064625,0.06171121318409595,tvm
197,1,1,384,16,16,16,2,1,[197; 1; 1; 384; 16; 16; 16; 2; 1],0.02165781724761473,0.07983709175713798,tvm
197,197,1,256,256,128,768,32,8,[197; 197; 1; 256; 256; 128; 768; 32; 8],0.006335240999760572,0.27293312802504127,tvm
197,197,1,64,32,32,384,4,2,[197; 197; 1; 64; 32; 32; 384; 4; 2],0.007077277437929297,0.24431671048959896,tvm
197,197,1,768,384,64,96,4,4,[197; 197; 1; 768; 384; 64; 96; 4; 4],0.005722741187128122,0.3021449138301615,tvm
197,1,1,192,16,16,768,3,1,[197; 1; 1; 192; 16; 16; 768; 3; 1],0.013911698122683447,0.12429087575137915,tvm
197,1,1,384,384,16,6,1,1,[197; 1; 1; 384; 384; 16; 6; 1; 1],0.01576774812565418,0.10966037312860774,tvm
197,197,1,128,64,32,48,24,2,[197; 197; 1; 128; 64; 32; 48; 24; 2],0.006436882871639682,0.26862336589584174,tvm
197,1,1,384,384,32,192,4,2,[197; 1; 1; 384; 384; 32; 192; 4; 2],0.014317579247290269,0.12076742255045594,tvm
1,1,1,192,64,16,8,1,1,[1; 1; 1; 192; 64; 16; 8; 1; 1],0.02109973550250288,0.08194875915160334,tvm
1,1,1,192,192,192,6,1,12,[1; 1; 1; 192; 192; 192; 6; 1; 12],0.02215346800221596,0.0780508560864685,tvm
197,1,1,768,256,128,128,8,8,[197; 1; 1; 768; 256; 128; 128; 8; 8],0.021795805878355168,0.0793316453866137,tvm
1,1,1,768,32,16,384,24,1,[1; 1; 1; 768; 32; 16; 384; 24; 1],0.028297059005126357,0.061105189148592996,tvm
197,197,1,128,128,128,128,8,8,[197; 197; 1; 128; 128; 128; 128; 8; 8],0.0056273574991791975,0.3072662689564947,tvm
1,1,1,384,32,32,96,8,2,[1; 1; 1; 384; 32; 32; 96; 8; 2],0.021186918871535454,0.08161154311022441,tvm
197,1,1,96,48,16,768,8,1,[197; 1; 1; 96; 48; 16; 768; 8; 1],0.013693628498003818,0.1262701951574925,tvm
