i1,i2,i3,j1,j2,j3,k1,ku,nvr,X,time,peak,backend
4,4,4,1024,512,64,1024,16,4,[4; 4; 4; 1024; 512; 64; 1024; 16; 4],0.013117813752614893,0.3045153188959527,tvm
16,8,1,128,64,64,2,2,4,[16; 8; 1; 128; 64; 64; 2; 2; 4],0.011196935440239031,0.3567561195128193,tvm
2,2,1,512,32,32,64,64,2,[2; 2; 1; 512; 32; 32; 64; 64; 2],0.035029105754802004,0.11403588964150584,tvm
32,2,2,512,256,32,512,2,2,[32; 2; 2; 512; 256; 32; 512; 2; 2],0.024924826502683572,0.16026491649461053,tvm
64,16,1,64,32,16,8,1,1,[64; 16; 1; 64; 32; 16; 8; 1; 1],0.009831714996835217,0.40629485693809,tvm
8,2,2,64,64,16,2048,2,1,[8; 2; 2; 64; 64; 16; 2048; 2; 1],0.03324686601990834,0.12014892578756965,tvm
32,2,2,256,32,16,4096,16,1,[32; 2; 2; 256; 32; 16; 4096; 16; 1],0.03310548875015229,0.1206620227915186,tvm
16,16,16,64,16,16,512,4,1,[16; 16; 16; 64; 16; 16; 512; 4; 1],0.011725648626452312,0.3406698738254643,tvm
64,64,1,1024,64,16,512,32,1,[64; 64; 1; 1024; 64; 16; 512; 32; 1],0.06534418452065438,0.061131304451930366,tvm
16,4,4,256,64,64,2,2,4,[16; 4; 4; 256; 64; 64; 2; 2; 4],0.012441965307516512,0.3210566127910687,tvm
64,4,2,512,32,16,8,1,1,[64; 4; 2; 512; 32; 16; 8; 1; 1],0.014520080876536667,0.2751069551237944,tvm
32,4,1,256,256,32,4096,1,2,[32; 4; 1; 256; 256; 32; 4096; 1; 2],0.049322946986649185,0.08098817045900554,tvm
32,16,4,1024,512,32,512,8,2,[32; 16; 4; 1024; 512; 32; 512; 8; 2],0.013573483753134497,0.29429255677804744,tvm
4,4,2,1024,16,16,128,16,1,[4; 4; 2; 1024; 16; 16; 128; 16; 1],0.025123394007096067,0.1589982323633095,tvm
16,16,2,256,16,16,4096,32,1,[16; 16; 2; 256; 16; 16; 4096; 32; 1],0.033252207504119724,0.12012962560757319,tvm
32,8,4,512,16,16,256,1,1,[32; 8; 4; 512; 16; 16; 256; 1; 1],0.015376247130916454,0.25978869902939405,tvm
16,8,2,256,128,32,32,32,2,[16; 8; 2; 256; 128; 32; 32; 32; 2],0.020113711623707786,0.1985996077117304,tvm
16,8,8,512,64,32,4,4,2,[16; 8; 8; 512; 64; 32; 4; 4; 2],0.015561181367957033,0.25670128402466336,tvm
32,2,2,16,16,16,256,64,1,[32; 2; 2; 16; 16; 16; 256; 64; 1],0.03324489473016001,0.12015605013997323,tvm
4,1,1,128,128,16,8,1,1,[4; 1; 1; 128; 128; 16; 8; 1; 1],0.04985004200716503,0.08013183293849765,tvm
16,8,4,32,16,16,4096,4,1,[16; 8; 4; 32; 16; 16; 4096; 4; 1],0.02834290699684061,0.1409373865052203,tvm
32,32,1,16,16,16,16,16,1,[32; 32; 1; 16; 16; 16; 16; 16; 1],0.01473497337428853,0.27109483923910477,tvm
2,2,2,256,64,32,2048,32,2,[2; 2; 2; 256; 64; 32; 2048; 32; 2],0.031126977264648303,0.1283316142178694,tvm
8,8,1,32,32,32,1024,32,2,[8; 8; 1; 32; 32; 32; 1024; 32; 2],0.050762422499246895,0.07869158013793572,tvm
16,8,4,32,16,16,16,2,1,[16; 8; 4; 32; 16; 16; 16; 2; 1],0.020965007002814673,0.19053536388320516,tvm
64,64,2,1024,128,64,4096,1,4,[64; 64; 2; 1024; 128; 64; 4096; 1; 4],0.026499647239688784,0.15074069484640246,tvm
