kc,ku,mc,mr,nc,nr,X,time,peak,backend
10,5,750,1,320,64,[10; 5; 750; 1; 320; 64],0.09428313153330237,0.38788941326700566,tvm
20,20,60,1,1280,128,[20; 20; 60; 1; 1280; 128],0.07363319949945435,0.49667037178928486,tvm
64,32,60,1,1280,16,[64; 32; 60; 1; 1280; 16],0.20092243899125606,0.18201764200672543,tvm
40,2,20,1,1280,16,[40; 2; 20; 1; 1280; 16],0.20264381798915565,0.18047147420695395,tvm
160,20,375,1,128,16,[160; 20; 375; 1; 128; 16],0.2554199539590627,0.14318156433968365,tvm
160,16,20,1,64,16,[160; 16; 20; 1; 64; 16],0.25464725599158555,0.14361603241716073,tvm
64,8,60,1,160,16,[64; 8; 60; 1; 160; 16],0.1869361629942432,0.1956359218336733,tvm
1280,40,1,1,64,16,[1280; 40; 1; 1; 64; 16],0.4388891860144213,0.08332724919366523,tvm
10,1,4,1,640,128,[10; 1; 4; 1; 640; 128],0.12831393803935498,0.28501524565641345,tvm
8,4,75,1,640,128,[8; 4; 75; 1; 640; 128],0.09757689398247749,0.3747959898989605,tvm
40,5,20,1,128,64,[40; 5; 20; 1; 128; 64],0.11599476402625442,0.315285167209366,tvm
8,4,25,1,320,64,[8; 4; 25; 1; 320; 64],0.09311484452337027,0.39275615782454276,tvm
128,4,150,1,160,16,[128; 4; 150; 1; 160; 16],0.25486685696523637,0.1434922885105335,tvm
640,1,30,1,320,16,[640; 1; 30; 1; 320; 16],0.29133984504733235,0.12552841361430334,tvm
16,1,60,1,16,16,[16; 1; 60; 1; 16; 16],0.13608412304893136,0.26874133258204336,tvm
320,8,250,1,256,16,[320; 8; 250; 1; 256; 16],0.27893124299589545,0.13111270067357328,tvm
128,8,125,1,256,16,[128; 8; 125; 1; 256; 16],0.2436639309162274,0.15008962727438707,tvm
16,16,1,1,64,64,[16; 16; 1; 1; 64; 64],0.08771227899705991,0.4169476496290153,tvm
1280,40,75,1,128,128,[1280; 40; 75; 1; 128; 128],0.30651473195757717,0.11931377111260741,tvm
5,1,12,1,1280,16,[5; 1; 12; 1; 1280; 16],0.10698229202535003,0.34184562584210454,tvm
64,2,10,1,128,128,[64; 2; 10; 1; 128; 128],0.11181696795392781,0.3270651068494111,tvm
320,10,300,1,64,64,[320; 10; 300; 1; 64; 64],0.11152191192377359,0.3279304303572695,tvm
40,8,3,1,64,16,[40; 8; 3; 1; 64; 16],0.1852346119703725,0.19743301849698597,tvm
80,2,12,1,320,16,[80; 2; 12; 1; 320; 16],0.23116259998641908,0.15820651166571567,tvm
64,8,375,1,64,16,[64; 8; 375; 1; 64; 16],0.18772814399562776,0.194810579772633,tvm
320,40,500,1,256,16,[320; 40; 500; 1; 256; 16],0.2806618009926751,0.13030426100765682,tvm
1280,32,75,1,128,64,[1280; 32; 75; 1; 128; 64],0.3194509989116341,0.11448212306747205,tvm
16,8,25,1,64,16,[16; 8; 25; 1; 64; 16],0.10453382297419012,0.34985258867322044,tvm
256,8,300,1,1280,128,[256; 8; 300; 1; 1280; 128],0.11274678609333932,0.32436781427323613,tvm
128,8,60,1,320,16,[128; 8; 60; 1; 320; 16],0.25420960900373757,0.14386328162320125,tvm
320,32,60,1,16,16,[320; 32; 60; 1; 16; 16],0.28025497298222035,0.13049341527205907,tvm
160,1,2,1,64,16,[160; 1; 2; 1; 64; 16],0.27526957297232,0.13285677809042137,tvm
8,1,250,1,320,16,[8; 1; 250; 1; 320; 16],0.13068661896977574,0.2798406513209019,tvm
80,20,2,1,64,64,[80; 20; 2; 1; 64; 64],0.11851218494120985,0.3085879193736113,tvm
640,4,1500,1,256,128,[640; 4; 1500; 1; 256; 128],0.11392687994521111,0.32100790076070057,tvm
